county,precinct,office,district,party,candidate,votes,election_day,absentee,mail
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State Senate,7,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,LIB,ANDREW MILLER,9,9,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,LIB,Total Votes Cast,9,9,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",GOVERNOR,,GRE,JEROME HOWARD BAUER,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",GOVERNOR,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SECRETARY OF STATE,,GRE,PAUL LEHMANN,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SECRETARY OF STATE,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",STATE TREASURER,,GRE,JOSEPH CIVETTINI,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",STATE TREASURER,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State Senate,7,GRE,NATHAN KLINE,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State Senate,7,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,GRE,Write-In Totals,4,4,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,GRE,Total Votes Cast,4,4,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,GRE,Write-In Totals,2,2,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,GRE,Total Votes Cast,2,2,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SECRETARY OF STATE,,CON,PAUL VENABLE,1,1,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SECRETARY OF STATE,,CON,Total Votes Cast,1,1,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",State House,24,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,CON,Write-In Totals,1,0,1,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEMAN Ward 4,,CON,Total Votes Cast,1,0,1,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,CON,Write-In Totals,0,0,0,0
Kansas City,"W4-P1,2,6,7,8,9,10,12,13,14,15",COUNTY COMMITTEEWOMAN Ward 4,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",Ballots Cast,,,,1064,897,56,111
Kansas City,"W4-P5,3,4,11",Ballots Cast,,NON,,33,25,4,4
Kansas City,"W4-P5,3,4,11",Ballots Cast,,REP,,56,52,0,4
Kansas City,"W4-P5,3,4,11",Ballots Cast,,DEM,,961,808,52,101
Kansas City,"W4-P5,3,4,11",Ballots Cast,,LIB,,5,3,0,2
Kansas City,"W4-P5,3,4,11",Ballots Cast,,GRE,,7,7,0,0
Kansas City,"W4-P5,3,4,11",Ballots Cast,,CON,,2,2,0,0
Kansas City,"W4-P5,3,4,11",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,980,822,52,106
Kansas City,"W4-P5,3,4,11",CONSTITUTIONAL AMENDMENT NO. 2,,,No,64,57,3,4
Kansas City,"W4-P5,3,4,11",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,1044,879,55,110
Kansas City,"W4-P5,3,4,11",GOVERNOR,,REP,RALEIGH RITTER,2,2,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,REP,MIKE PARSON,40,36,0,4
Kansas City,"W4-P5,3,4,11",GOVERNOR,,REP,JAMES W. (JIM) NEELY,6,6,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,REP,SAUNDRA MCDOWELL,8,8,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,REP,Total Votes Cast,56,52,0,4
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,REP,ARNIE C. AC DIENOFF,1,1,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,REP,MIKE KEHOE,22,22,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,REP,AARON T WISDOM,8,8,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,REP,MIKE CARTER,19,16,0,3
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,REP,Total Votes Cast,50,47,0,3
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,REP,JOHN R. (JAY) ASHCROFT,50,46,0,4
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,REP,Total Votes Cast,50,46,0,4
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,REP,SCOTT FITZPATRICK,51,48,0,3
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,REP,Total Votes Cast,51,48,0,3
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,REP,ERIC SCHMITT,51,48,0,3
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,REP,Total Votes Cast,51,48,0,3
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,CLAY CHASTAIN,12,12,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,RYAN DERKS,14,14,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,WELDON (WILBUR) WOODWARD,8,7,0,1
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,RICHONDA OAKS,3,3,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,R H (TWIN BEARS) HESS,6,5,0,1
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,JERRY W BARHAM,10,9,0,1
Kansas City,"W4-P5,3,4,11",U.S. House,5,REP,Total Votes Cast,53,50,0,3
Kansas City,"W4-P5,3,4,11",State Senate,7,REP,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,REP,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,REP,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,REP,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,REP,TRACEY CHAPPELL,46,44,0,2
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,REP,Total Votes Cast,46,44,0,2
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,REP,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,REP,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,REP,MARK ANTHONY JONES,47,45,0,2
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,REP,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,REP,Total Votes Cast,47,45,0,2
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,REP,CLAUDIA S. TOOMIM,43,41,0,2
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,REP,Write-In Totals,2,2,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,REP,Total Votes Cast,45,43,0,2
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,NICOLE GALLOWAY,830,696,43,91
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,JIMMIE MATTHEWS,14,14,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,ANTOIN JOHNSON,44,40,1,3
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,ERIC MORRISON,37,29,3,5
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,ROBIN JOHN DANIEL VAN QUAETHEM,13,10,3,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,DEM,Total Votes Cast,938,789,50,99
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,DEM,GREGORY A UPCHURCH,99,85,3,11
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,DEM,ALISSIA CANADY,799,671,44,84
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,DEM,Total Votes Cast,898,756,47,95
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,DEM,YINKA FALETI,844,713,40,91
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,DEM,Total Votes Cast,844,713,40,91
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,DEM,VICKI LORENZ ENGLUND,829,706,36,87
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,DEM,Total Votes Cast,829,706,36,87
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,DEM,RICH FINNERAN,308,254,14,40
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,DEM,ELAD GROSS,529,451,27,51
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,DEM,Total Votes Cast,837,705,41,91
Kansas City,"W4-P5,3,4,11",U.S. House,5,DEM,EMANUEL CLEAVER II,712,595,40,77
Kansas City,"W4-P5,3,4,11",U.S. House,5,DEM,MAITE SALAZAR,228,195,11,22
Kansas City,"W4-P5,3,4,11",U.S. House,5,DEM,Total Votes Cast,940,790,51,99
Kansas City,"W4-P5,3,4,11",State Senate,7,DEM,MICHAEL R. BROWN,266,230,14,22
Kansas City,"W4-P5,3,4,11",State Senate,7,DEM,GREG RAZER,613,506,33,74
Kansas City,"W4-P5,3,4,11",State Senate,7,DEM,Total Votes Cast,879,736,47,96
Kansas City,"W4-P5,3,4,11",State House,24,DEM,EMILY WEBER,647,540,37,70
Kansas City,"W4-P5,3,4,11",State House,24,DEM,CONNOR NOWALK,162,136,4,22
Kansas City,"W4-P5,3,4,11",State House,24,DEM,SAMMIE ARNOLD,95,86,4,5
Kansas City,"W4-P5,3,4,11",State House,24,DEM,Total Votes Cast,904,762,45,97
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,DEM,JEAN PETERS BAKER,793,667,37,89
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,DEM,Total Votes Cast,793,667,37,89
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,DEM,DARRYL FORTÈ,728,609,39,80
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,DEM,MIKE SHARP,168,141,11,16
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,DEM,Total Votes Cast,896,750,50,96
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,DEM,GENE MORGAN,768,648,35,85
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,DEM,Write-In Totals,6,5,0,1
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,DEM,Total Votes Cast,774,653,35,86
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,DEM,"RAFAELA ""LALI"" GARCIA",800,679,36,85
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,DEM,Write-In Totals,5,4,0,1
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,DEM,Total Votes Cast,805,683,36,86
Kansas City,"W4-P5,3,4,11",GOVERNOR,,LIB,RIK COMBS,5,3,0,2
Kansas City,"W4-P5,3,4,11",GOVERNOR,,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,LIB,BILL SLANTZ,5,3,0,2
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,LIB,CARL HERMAN FREESE,5,3,0,2
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,LIB,NICHOLAS (NICK) KASOFF,5,3,0,2
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,LIB,KEVIN C BABCOCK,5,3,0,2
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",U.S. House,5,LIB,ROBIN DOMINICK,5,3,0,2
Kansas City,"W4-P5,3,4,11",U.S. House,5,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",State Senate,7,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,LIB,ANDREW MILLER,5,3,0,2
Kansas City,"W4-P5,3,4,11",State House,24,LIB,Total Votes Cast,5,3,0,2
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,LIB,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,LIB,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,LIB,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,GRE,JEROME HOWARD BAUER,6,6,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,GRE,KELLEY DRAGOO,6,6,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,GRE,PAUL LEHMANN,5,5,0,0
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,GRE,Total Votes Cast,5,5,0,0
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,GRE,JOSEPH CIVETTINI,6,6,0,0
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,GRE,NATHAN KLINE,6,6,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,GRE,Total Votes Cast,6,6,0,0
Kansas City,"W4-P5,3,4,11",State House,24,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,GRE,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,GRE,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,GRE,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",LIEUTENANT GOVERNOR,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,CON,PAUL VENABLE,2,2,0,0
Kansas City,"W4-P5,3,4,11",SECRETARY OF STATE,,CON,Total Votes Cast,2,2,0,0
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",STATE TREASURER,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",ATTORNEY GENERAL,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",U.S. House,5,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State Senate,7,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",State House,24,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",PROSECUTING ATTORNEY Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",SHERIFF Jackson County,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,CON,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEMAN Ward 4,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,CON,No Candidate Filed,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,CON,Write-In Totals,0,0,0,0
Kansas City,"W4-P5,3,4,11",COUNTY COMMITTEEWOMAN Ward 4,,CON,Total Votes Cast,0,0,0,0
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,,,1408,1082,60,266
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,NON,,32,25,2,5
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,REP,,128,92,2,34
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,DEM,,1242,962,55,225
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,LIB,,4,3,1,0
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,GRE,,2,0,0,2
Kansas City,"W5-P2,6,7,8,9,10",Ballots Cast,,CON,,0,0,0,0
Kansas City,"W5-P2,6,7,8,9,10",CONSTITUTIONAL AMENDMENT NO. 2,,,Yes,1292,993,58,241
Kansas City,"W5-P2,6,7,8,9,10",CONSTITUTIONAL AMENDMENT NO. 2,,,No,102,83,1,18
Kansas City,"W5-P2,6,7,8,9,10",CONSTITUTIONAL AMENDMENT NO. 2,,,Total Votes Cast,1394,1076,59,259
Kansas City,"W5-P2,6,7,8,9,10",GOVERNOR,,REP,RALEIGH RITTER,7,3,0,4
Kansas City,"W5-P2,6,7,8,9,10",GOVERNOR,,REP,MIKE PARSON,92,71,2,19
Kansas City,"W5-P2,6,7,8,9,10",GOVERNOR,,REP,JAMES W. (JIM) NEELY,7,5,0,2
Kansas City,"W5-P2,6,7,8,9,10",GOVERNOR,,REP,SAUNDRA MCDOWELL,18,11,0,7
